query_id,condition,seed,sanitizer,objective,correct_rank,top1_place,correct_place,effective_mse,psnr
manila_query_-5pMypBbFEXHPOTYNJl_EA,isotropic,9012,none,self,1,manila:116,manila:116,15.680001,36.1773
manila_query_-5pMypBbFEXHPOTYNJl_EA,transfer_3,9012,none,self,22,boston:249,manila:116,15.679997,36.1773
manila_query_-6NSbTuzpeyDbSXKeGAasg,isotropic,1234,none,self,1,manila:190,manila:190,15.680000,36.1773
manila_query_-6NSbTuzpeyDbSXKeGAasg,transfer_3,1234,none,self,4,boston:216,manila:190,15.679997,36.1773
manila_query_-6NSbTuzpeyDbSXKeGAasg,isotropic,5678,none,self,1,manila:190,manila:190,15.679997,36.1773
manila_query_-6NSbTuzpeyDbSXKeGAasg,transfer_3,5678,none,self,4,manila:67,manila:190,15.679998,36.1773
manila_query_-6NSbTuzpeyDbSXKeGAasg,isotropic,9012,none,self,1,manila:190,manila:190,15.679997,36.1773
manila_query_-6NSbTuzpeyDbSXKeGAasg,transfer_3,9012,none,self,3,manila:72,manila:190,15.680000,36.1773
manila_query_-6_2C-ExaVhx4ONvHOvffw,isotropic,1234,none,self,287,manila:33,manila:67,15.680002,36.1773
manila_query_-6_2C-ExaVhx4ONvHOvffw,transfer_3,1234,none,self,31,boston:168,manila:67,15.679997,36.1773
manila_query_-6_2C-ExaVhx4ONvHOvffw,isotropic,5678,none,self,331,manila:33,manila:67,15.680001,36.1773
manila_query_-6_2C-ExaVhx4ONvHOvffw,transfer_3,5678,none,self,76,boston:144,manila:67,15.680000,36.1773
manila_query_-6_2C-ExaVhx4ONvHOvffw,isotropic,9012,none,self,329,manila:33,manila:67,15.680001,36.1773
manila_query_-6_2C-ExaVhx4ONvHOvffw,transfer_3,9012,none,self,49,manila:177,manila:67,15.680000,36.1773
manila_query_-6_XaKv0Rrp2Jl0G9m_8NQ,isotropic,1234,none,self,2,manila:116,manila:88,15.679998,36.1773
manila_query_-6_XaKv0Rrp2Jl0G9m_8NQ,transfer_3,1234,none,self,98,manila:46,manila:88,15.679998,36.1773
manila_query_-6_XaKv0Rrp2Jl0G9m_8NQ,isotropic,5678,none,self,3,manila:116,manila:88,15.679997,36.1773
manila_query_-6_XaKv0Rrp2Jl0G9m_8NQ,transfer_3,5678,none,self,488,manila:181,manila:88,15.680000,36.1773
manila_query_-6_XaKv0Rrp2Jl0G9m_8NQ,isotropic,9012,none,self,14,manila:116,manila:88,15.679998,36.1773
manila_query_-6_XaKv0Rrp2Jl0G9m_8NQ,transfer_3,9012,none,self,741,boston:90,manila:88,15.679997,36.1773
manila_query_-7YHsOWBiYFmYcRzIM0ijg,isotropic,1234,none,self,1,manila:92,manila:92,15.679997,36.1773
manila_query_-7YHsOWBiYFmYcRzIM0ijg,transfer_3,1234,none,self,1,manila:92,manila:92,15.679998,36.1773
manila_query_-7YHsOWBiYFmYcRzIM0ijg,isotropic,5678,none,self,2,boston:79,manila:92,15.679998,36.1773
manila_query_-7YHsOWBiYFmYcRzIM0ijg,transfer_3,5678,none,self,29,manila:29,manila:92,15.679997,36.1773
manila_query_-7YHsOWBiYFmYcRzIM0ijg,isotropic,9012,none,self,2,boston:79,manila:92,15.679998,36.1773
manila_query_-7YHsOWBiYFmYcRzIM0ijg,transfer_3,9012,none,self,3,manila:190,manila:92,15.679998,36.1773
manila_query_-81llwEm_ZxNy7Sa7Xrjlw,isotropic,1234,none,self,29,manila:33,manila:53,15.679997,36.1773
manila_query_-81llwEm_ZxNy7Sa7Xrjlw,transfer_3,1234,none,self,30,amman:26,manila:53,15.680000,36.1773
manila_query_-81llwEm_ZxNy7Sa7Xrjlw,isotropic,5678,none,self,33,cph:96,manila:53,15.679996,36.1773
manila_query_-81llwEm_ZxNy7Sa7Xrjlw,transfer_3,5678,none,self,154,manila:46,manila:53,15.679997,36.1773
manila_query_-81llwEm_ZxNy7Sa7Xrjlw,isotropic,9012,none,self,14,manila:33,manila:53,15.680000,36.1773
manila_query_-81llwEm_ZxNy7Sa7Xrjlw,transfer_3,9012,none,self,151,manila:46,manila:53,15.679998,36.1773
manila_query_-85J_HceaTP2S0IavwkQ-A,isotropic,1234,none,self,546,manila:173,manila:119,15.680000,36.1773
manila_query_-85J_HceaTP2S0IavwkQ-A,transfer_3,1234,none,self,516,manila:72,manila:119,15.680000,36.1773
manila_query_-85J_HceaTP2S0IavwkQ-A,isotropic,5678,none,self,510,manila:173,manila:119,15.679997,36.1773
manila_query_-85J_HceaTP2S0IavwkQ-A,transfer_3,5678,none,self,489,manila:190,manila:119,15.679998,36.1773
manila_query_-85J_HceaTP2S0IavwkQ-A,isotropic,9012,none,self,564,manila:173,manila:119,15.679996,36.1773
manila_query_-85J_HceaTP2S0IavwkQ-A,transfer_3,9012,none,self,607,manila:160,manila:119,15.679998,36.1773
manila_query_-9tG6ERjH4jVcWo9jkVvBg,isotropic,1234,none,self,2,manila:190,manila:29,15.680000,36.1773
manila_query_-9tG6ERjH4jVcWo9jkVvBg,transfer_3,1234,none,self,5,manila:190,manila:29,15.679997,36.1773
manila_query_-9tG6ERjH4jVcWo9jkVvBg,isotropic,5678,none,self,2,manila:190,manila:29,15.679997,36.1773
manila_query_-9tG6ERjH4jVcWo9jkVvBg,transfer_3,5678,none,self,22,manila:190,manila:29,15.679998,36.1773
manila_query_-9tG6ERjH4jVcWo9jkVvBg,isotropic,9012,none,self,1,manila:29,manila:29,15.679998,36.1773
manila_query_-9tG6ERjH4jVcWo9jkVvBg,transfer_3,9012,none,self,19,manila:72,manila:29,15.680002,36.1773
manila_query_-AXkFLZ0HchDGYvJ_KZ3dQ,isotropic,1234,none,self,7,manila:29,manila:13,15.680000,36.1773
manila_query_-AXkFLZ0HchDGYvJ_KZ3dQ,transfer_3,1234,none,self,125,manila:54,manila:13,15.680000,36.1773
manila_query_-AXkFLZ0HchDGYvJ_KZ3dQ,isotropic,5678,none,self,7,manila:29,manila:13,15.679998,36.1773
manila_query_-AXkFLZ0HchDGYvJ_KZ3dQ,transfer_3,5678,none,self,60,amman:35,manila:13,15.680000,36.1773
manila_query_-AXkFLZ0HchDGYvJ_KZ3dQ,isotropic,9012,none,self,3,manila:29,manila:13,15.680000,36.1773
manila_query_-AXkFLZ0HchDGYvJ_KZ3dQ,transfer_3,9012,none,self,7,amman:26,manila:13,15.680000,36.1773
manila_query_-ColYSDtqqoE3TZ4eZHu8g,isotropic,1234,none,self,144,manila:134,manila:189,15.680000,36.1773
manila_query_-ColYSDtqqoE3TZ4eZHu8g,transfer_3,1234,none,self,63,manila:190,manila:189,15.680001,36.1773
manila_query_-ColYSDtqqoE3TZ4eZHu8g,isotropic,5678,none,self,117,manila:134,manila:189,15.680000,36.1773
manila_query_-ColYSDtqqoE3TZ4eZHu8g,transfer_3,5678,none,self,7,manila:67,manila:189,15.679997,36.1773
manila_query_-ColYSDtqqoE3TZ4eZHu8g,isotropic,9012,none,self,97,manila:134,manila:189,15.679998,36.1773
manila_query_-ColYSDtqqoE3TZ4eZHu8g,transfer_3,9012,none,self,67,manila:181,manila:189,15.680001,36.1773
manila_query_-ELxcda6ePiuO6nR3VP3-A,isotropic,1234,none,self,2,manila:33,manila:20,15.680000,36.1773
manila_query_-ELxcda6ePiuO6nR3VP3-A,transfer_3,1234,none,self,104,manila:190,manila:20,15.680000,36.1773
manila_query_-ELxcda6ePiuO6nR3VP3-A,isotropic,5678,none,self,2,manila:33,manila:20,15.680001,36.1773
manila_query_-ELxcda6ePiuO6nR3VP3-A,transfer_3,5678,none,self,15,manila:190,manila:20,15.679997,36.1773
manila_query_-ELxcda6ePiuO6nR3VP3-A,isotropic,9012,none,self,2,manila:33,manila:20,15.679998,36.1773
manila_query_-ELxcda6ePiuO6nR3VP3-A,transfer_3,9012,none,self,11,manila:190,manila:20,15.679997,36.1773
manila_query_-EVOy4h35ZUyBK4r6uBM5g,isotropic,1234,none,self,50,manila:29,manila:15,15.680000,36.1773
manila_query_-EVOy4h35ZUyBK4r6uBM5g,transfer_3,1234,none,self,707,manila:181,manila:15,15.680000,36.1773
manila_query_-EVOy4h35ZUyBK4r6uBM5g,isotropic,5678,none,self,65,manila:29,manila:15,15.679997,36.1773
manila_query_-EVOy4h35ZUyBK4r6uBM5g,transfer_3,5678,none,self,496,manila:143,manila:15,15.680000,36.1773
manila_query_-EVOy4h35ZUyBK4r6uBM5g,isotropic,9012,none,self,56,manila:29,manila:15,15.680001,36.1773
manila_query_-EVOy4h35ZUyBK4r6uBM5g,transfer_3,9012,none,self,798,manila:89,manila:15,15.679997,36.1773
manila_query_-EthLwRJMwt-Shb-xpIYlA,isotropic,1234,none,self,462,manila:190,manila:119,15.680000,36.1773
manila_query_-EthLwRJMwt-Shb-xpIYlA,transfer_3,1234,none,self,257,manila:190,manila:119,15.680000,36.1773
manila_query_-EthLwRJMwt-Shb-xpIYlA,isotropic,5678,none,self,479,manila:190,manila:119,15.679997,36.1773
manila_query_-EthLwRJMwt-Shb-xpIYlA,transfer_3,5678,none,self,429,manila:190,manila:119,15.680000,36.1773
manila_query_-EthLwRJMwt-Shb-xpIYlA,isotropic,9012,none,self,453,manila:190,manila:119,15.679996,36.1773
manila_query_-EthLwRJMwt-Shb-xpIYlA,transfer_3,9012,none,self,442,manila:190,manila:119,15.680000,36.1773
manila_query_-GD9SrklFbEy7mNAK9uIXg,isotropic,1234,none,self,18,manila:72,manila:143,15.679998,36.1773
manila_query_-GD9SrklFbEy7mNAK9uIXg,transfer_3,1234,none,self,18,boston:216,manila:143,15.679996,36.1773
manila_query_-GD9SrklFbEy7mNAK9uIXg,isotropic,5678,none,self,33,manila:72,manila:143,15.679997,36.1773
manila_query_-GD9SrklFbEy7mNAK9uIXg,transfer_3,5678,none,self,5,manila:189,manila:143,15.680000,36.1773
manila_query_-GD9SrklFbEy7mNAK9uIXg,isotropic,9012,none,self,22,manila:72,manila:143,15.679998,36.1773
manila_query_-GD9SrklFbEy7mNAK9uIXg,transfer_3,9012,none,self,23,manila:72,manila:143,15.679997,36.1773
manila_query_-GRDcYlSjwLZPQ0LqKatqA,isotropic,1234,none,self,286,manila:140,manila:171,15.680000,36.1773
manila_query_-GRDcYlSjwLZPQ0LqKatqA,transfer_3,1234,none,self,236,boston:19,manila:171,15.679998,36.1773
manila_query_-GRDcYlSjwLZPQ0LqKatqA,isotropic,5678,none,self,267,manila:140,manila:171,15.680000,36.1773
manila_query_-GRDcYlSjwLZPQ0LqKatqA,transfer_3,5678,none,self,302,amman:29,manila:171,15.680000,36.1773
manila_query_-GRDcYlSjwLZPQ0LqKatqA,isotropic,9012,none,self,261,manila:140,manila:171,15.679997,36.1773
manila_query_-GRDcYlSjwLZPQ0LqKatqA,transfer_3,9012,none,self,192,manila:72,manila:171,15.679997,36.1773
manila_query_-GYvqZ8BYSfzGUbFI13obA,isotropic,1234,none,self,60,manila:51,manila:109,15.680000,36.1773
manila_query_-GYvqZ8BYSfzGUbFI13obA,transfer_3,1234,none,self,417,manila:51,manila:109,15.680000,36.1773
manila_query_-GYvqZ8BYSfzGUbFI13obA,isotropic,5678,none,self,66,manila:33,manila:109,15.680000,36.1773
manila_query_-GYvqZ8BYSfzGUbFI13obA,transfer_3,5678,none,self,108,manila:51,manila:109,15.679997,36.1773
manila_query_-GYvqZ8BYSfzGUbFI13obA,isotropic,9012,none,self,64,manila:51,manila:109,15.680000,36.1773
manila_query_-GYvqZ8BYSfzGUbFI13obA,transfer_3,9012,none,self,276,manila:51,manila:109,15.679997,36.1773
manila_query_-HF88JWAO1GDy0F6B4ZeZg,isotropic,1234,none,self,20,manila:134,manila:202,15.679998,36.1773
manila_query_-HF88JWAO1GDy0F6B4ZeZg,transfer_3,1234,none,self,411,manila:190,manila:202,15.679998,36.1773
manila_query_-HF88JWAO1GDy0F6B4ZeZg,isotropic,5678,none,self,19,manila:134,manila:202,15.680000,36.1773
manila_query_-HF88JWAO1GDy0F6B4ZeZg,transfer_3,5678,none,self,129,manila:190,manila:202,15.680000,36.1773
manila_query_-HF88JWAO1GDy0F6B4ZeZg,isotropic,9012,none,self,23,manila:134,manila:202,15.679997,36.1773
manila_query_-HF88JWAO1GDy0F6B4ZeZg,transfer_3,9012,none,self,229,manila:72,manila:202,15.679997,36.1773
manila_query_-KU1q5fdqSI_GghxKumbeg,isotropic,1234,none,self,149,manila:173,manila:67,15.679997,36.1773
manila_query_-KU1q5fdqSI_GghxKumbeg,transfer_3,1234,none,self,23,manila:190,manila:67,15.679998,36.1773
manila_query_-KU1q5fdqSI_GghxKumbeg,isotropic,5678,none,self,153,manila:173,manila:67,15.680000,36.1773
manila_query_-KU1q5fdqSI_GghxKumbeg,transfer_3,5678,none,self,53,manila:190,manila:67,15.679998,36.1773
manila_query_-KU1q5fdqSI_GghxKumbeg,isotropic,9012,none,self,161,manila:173,manila:67,15.680002,36.1773
manila_query_-KU1q5fdqSI_GghxKumbeg,transfer_3,9012,none,self,85,manila:190,manila:67,15.679997,36.1773
manila_query_-KoSUCrB2w1FscwO9vyRlw,isotropic,1234,none,self,168,manila:29,manila:31,15.680000,36.1773
manila_query_-KoSUCrB2w1FscwO9vyRlw,transfer_3,1234,none,self,150,manila:72,manila:31,15.680000,36.1773
manila_query_-KoSUCrB2w1FscwO9vyRlw,isotropic,5678,none,self,144,manila:29,manila:31,15.680000,36.1773
manila_query_-KoSUCrB2w1FscwO9vyRlw,transfer_3,5678,none,self,223,manila:190,manila:31,15.679997,36.1773
manila_query_-KoSUCrB2w1FscwO9vyRlw,isotropic,9012,none,self,145,manila:29,manila:31,15.680000,36.1773
manila_query_-KoSUCrB2w1FscwO9vyRlw,transfer_3,9012,none,self,121,manila:190,manila:31,15.679998,36.1773
manila_query_-LBCdeO8C8kj5IjX1m3XTA,isotropic,1234,none,self,94,manila:134,manila:173,15.680000,36.1773
manila_query_-LBCdeO8C8kj5IjX1m3XTA,transfer_3,1234,none,self,137,manila:134,manila:173,15.679998,36.1773
manila_query_-LBCdeO8C8kj5IjX1m3XTA,isotropic,5678,none,self,115,manila:134,manila:173,15.679996,36.1773
manila_query_-LBCdeO8C8kj5IjX1m3XTA,transfer_3,5678,none,self,73,manila:177,manila:173,15.679998,36.1773
manila_query_-LBCdeO8C8kj5IjX1m3XTA,isotropic,9012,none,self,125,manila:134,manila:173,15.679997,36.1773
manila_query_-LBCdeO8C8kj5IjX1m3XTA,transfer_3,9012,none,self,114,manila:134,manila:173,15.679997,36.1773
manila_query_-MH02w7P6jmmqnoUdL-55Q,isotropic,1234,none,self,39,manila:33,manila:72,15.680001,36.1773
manila_query_-MH02w7P6jmmqnoUdL-55Q,transfer_3,1234,none,self,2,manila:153,manila:72,15.679998,36.1773
manila_query_-MH02w7P6jmmqnoUdL-55Q,isotropic,5678,none,self,38,manila:33,manila:72,15.680002,36.1773
manila_query_-MH02w7P6jmmqnoUdL-55Q,transfer_3,5678,none,self,12,manila:29,manila:72,15.679997,36.1773
manila_query_-MH02w7P6jmmqnoUdL-55Q,isotropic,9012,none,self,29,manila:33,manila:72,15.680000,36.1773
manila_query_-MH02w7P6jmmqnoUdL-55Q,transfer_3,9012,none,self,10,manila:102,manila:72,15.680000,36.1773
manila_query_-MKMMHEd33H1_45AJ8B5AA,isotropic,1234,none,self,5,manila:33,manila:20,15.680002,36.1773
manila_query_-MKMMHEd33H1_45AJ8B5AA,transfer_3,1234,none,self,25,manila:190,manila:20,15.680000,36.1773
manila_query_-MKMMHEd33H1_45AJ8B5AA,isotropic,5678,none,self,4,manila:33,manila:20,15.679997,36.1773
manila_query_-MKMMHEd33H1_45AJ8B5AA,transfer_3,5678,none,self,87,manila:190,manila:20,15.680000,36.1773
manila_query_-MKMMHEd33H1_45AJ8B5AA,isotropic,9012,none,self,7,manila:33,manila:20,15.679997,36.1773
manila_query_-MKMMHEd33H1_45AJ8B5AA,transfer_3,9012,none,self,11,manila:190,manila:20,15.679997,36.1773
manila_query_-N4wDG2Fhm38ZVy0hGp8_A,isotropic,1234,none,self,90,boston:145,manila:106,15.679998,36.1773
manila_query_-N4wDG2Fhm38ZVy0hGp8_A,transfer_3,1234,none,self,18,amman:6,manila:106,15.679997,36.1773
manila_query_-N4wDG2Fhm38ZVy0hGp8_A,isotropic,5678,none,self,111,boston:145,manila:106,15.680000,36.1773
manila_query_-N4wDG2Fhm38ZVy0hGp8_A,transfer_3,5678,none,self,118,boston:145,manila:106,15.680000,36.1773
manila_query_-N4wDG2Fhm38ZVy0hGp8_A,isotropic,9012,none,self,99,amman:1,manila:106,15.679997,36.1773
manila_query_-N4wDG2Fhm38ZVy0hGp8_A,transfer_3,9012,none,self,26,boston:171,manila:106,15.680001,36.1773
manila_query_-P2actpgy_mRkcbLVKBjkQ,isotropic,1234,none,self,7,cph:71,manila:94,15.679997,36.1773
manila_query_-P2actpgy_mRkcbLVKBjkQ,transfer_3,1234,none,self,54,amman:29,manila:94,15.680001,36.1773
manila_query_-P2actpgy_mRkcbLVKBjkQ,isotropic,5678,none,self,9,cph:71,manila:94,15.680000,36.1773
manila_query_-P2actpgy_mRkcbLVKBjkQ,transfer_3,5678,none,self,178,manila:89,manila:94,15.680000,36.1773
manila_query_-P2actpgy_mRkcbLVKBjkQ,isotropic,9012,none,self,5,cph:71,manila:94,15.680001,36.1773
manila_query_-P2actpgy_mRkcbLVKBjkQ,transfer_3,9012,none,self,280,manila:72,manila:94,15.679997,36.1773
manila_query_-PR9Q6-AlT31oRE_Ep_fnQ,isotropic,1234,none,self,56,boston:112,manila:135,15.679997,36.1773
manila_query_-PR9Q6-AlT31oRE_Ep_fnQ,transfer_3,1234,none,self,8,manila:54,manila:135,15.680000,36.1773
manila_query_-PR9Q6-AlT31oRE_Ep_fnQ,isotropic,5678,none,self,76,boston:112,manila:135,15.680000,36.1773
manila_query_-PR9Q6-AlT31oRE_Ep_fnQ,transfer_3,5678,none,self,35,boston:98,manila:135,15.679997,36.1773
manila_query_-PR9Q6-AlT31oRE_Ep_fnQ,isotropic,9012,none,self,65,boston:112,manila:135,15.679998,36.1773
manila_query_-PR9Q6-AlT31oRE_Ep_fnQ,transfer_3,9012,none,self,51,manila:54,manila:135,15.680000,36.1773
manila_query_-Qc1bZWefrpkNPZ60zZS5Q,isotropic,1234,none,self,9,manila:171,manila:23,15.680000,36.1773
manila_query_-Qc1bZWefrpkNPZ60zZS5Q,transfer_3,1234,none,self,25,manila:82,manila:23,15.680001,36.1773
manila_query_-Qc1bZWefrpkNPZ60zZS5Q,isotropic,5678,none,self,7,manila:171,manila:23,15.679996,36.1773
manila_query_-Qc1bZWefrpkNPZ60zZS5Q,transfer_3,5678,none,self,68,manila:190,manila:23,15.680002,36.1773
manila_query_-Qc1bZWefrpkNPZ60zZS5Q,isotropic,9012,none,self,4,manila:190,manila:23,15.680002,36.1773
manila_query_-Qc1bZWefrpkNPZ60zZS5Q,transfer_3,9012,none,self,108,manila:190,manila:23,15.679998,36.1773
manila_query_-QdSFqylfs0aHx31jOvTVg,isotropic,1234,none,self,1,manila:183,manila:183,15.680000,36.1773
manila_query_-QdSFqylfs0aHx31jOvTVg,transfer_3,1234,none,self,1,manila:183,manila:183,15.680001,36.1773
manila_query_-QdSFqylfs0aHx31jOvTVg,isotropic,5678,none,self,1,manila:183,manila:183,15.679998,36.1773
manila_query_-QdSFqylfs0aHx31jOvTVg,transfer_3,5678,none,self,1,manila:183,manila:183,15.680000,36.1773
manila_query_-QdSFqylfs0aHx31jOvTVg,isotropic,9012,none,self,2,manila:171,manila:183,15.679998,36.1773
manila_query_-QdSFqylfs0aHx31jOvTVg,transfer_3,9012,none,self,1,manila:183,manila:183,15.680000,36.1773
manila_query_-QvNwUfMuYwx4zaJzG9hHA,isotropic,1234,none,self,2,manila:190,manila:134,15.680000,36.1773
manila_query_-QvNwUfMuYwx4zaJzG9hHA,transfer_3,1234,none,self,65,manila:190,manila:134,15.679996,36.1773
manila_query_-QvNwUfMuYwx4zaJzG9hHA,isotropic,5678,none,self,2,manila:190,manila:134,15.680000,36.1773
manila_query_-QvNwUfMuYwx4zaJzG9hHA,transfer_3,5678,none,self,54,manila:190,manila:134,15.680000,36.1773
manila_query_-QvNwUfMuYwx4zaJzG9hHA,isotropic,9012,none,self,2,manila:190,manila:134,15.679998,36.1773
manila_query_-QvNwUfMuYwx4zaJzG9hHA,transfer_3,9012,none,self,4,manila:190,manila:134,15.680000,36.1773
manila_query_-RZzhLSoiUGq-PShtIhzxw,isotropic,1234,none,self,73,manila:6,manila:54,15.679997,36.1773
manila_query_-RZzhLSoiUGq-PShtIhzxw,transfer_3,1234,none,self,139,boston:216,manila:54,15.680000,36.1773
manila_query_-RZzhLSoiUGq-PShtIhzxw,isotropic,5678,none,self,74,manila:6,manila:54,15.680000,36.1773
manila_query_-RZzhLSoiUGq-PShtIhzxw,transfer_3,5678,none,self,25,manila:15,manila:54,15.680000,36.1773
manila_query_-RZzhLSoiUGq-PShtIhzxw,isotropic,9012,none,self,68,manila:6,manila:54,15.679997,36.1773
manila_query_-RZzhLSoiUGq-PShtIhzxw,transfer_3,9012,none,self,23,amman:30,manila:54,15.680000,36.1773
manila_query_-SSrBkppXcUPQnmvRyEZaA,isotropic,1234,none,self,655,boston:101,manila:102,15.679997,36.1773
manila_query_-SSrBkppXcUPQnmvRyEZaA,transfer_3,1234,none,self,97,amman:26,manila:102,15.679996,36.1773
manila_query_-SSrBkppXcUPQnmvRyEZaA,isotropic,5678,none,self,617,boston:101,manila:102,15.680000,36.1773
manila_query_-SSrBkppXcUPQnmvRyEZaA,transfer_3,5678,none,self,146,amman:26,manila:102,15.680000,36.1773
manila_query_-SSrBkppXcUPQnmvRyEZaA,isotropic,9012,none,self,607,boston:101,manila:102,15.680000,36.1773
manila_query_-SSrBkppXcUPQnmvRyEZaA,transfer_3,9012,none,self,178,amman:26,manila:102,15.679998,36.1773
manila_query_-Tmeby1UCsrkKNvVnN7L5g,isotropic,1234,none,self,336,manila:51,manila:87,15.680000,36.1773
manila_query_-Tmeby1UCsrkKNvVnN7L5g,transfer_3,1234,none,self,169,manila:41,manila:87,15.679997,36.1773
manila_query_-Tmeby1UCsrkKNvVnN7L5g,isotropic,5678,none,self,344,manila:51,manila:87,15.680001,36.1773
manila_query_-Tmeby1UCsrkKNvVnN7L5g,transfer_3,5678,none,self,327,boston:19,manila:87,15.680000,36.1773
manila_query_-Tmeby1UCsrkKNvVnN7L5g,isotropic,9012,none,self,355,manila:51,manila:87,15.680002,36.1773
manila_query_-Tmeby1UCsrkKNvVnN7L5g,transfer_3,9012,none,self,247,manila:51,manila:87,15.680000,36.1773
manila_query_-TrGJy3CeaXApOffGndlqg,isotropic,1234,none,self,33,manila:134,manila:41,15.680001,36.1773
manila_query_-TrGJy3CeaXApOffGndlqg,transfer_3,1234,none,self,12,manila:72,manila:41,15.679997,36.1773
manila_query_-TrGJy3CeaXApOffGndlqg,isotropic,5678,none,self,28,manila:134,manila:41,15.680002,36.1773
manila_query_-TrGJy3CeaXApOffGndlqg,transfer_3,5678,none,self,14,manila:190,manila:41,15.680000,36.1773
manila_query_-TrGJy3CeaXApOffGndlqg,isotropic,9012,none,self,23,manila:134,manila:41,15.680001,36.1773
manila_query_-TrGJy3CeaXApOffGndlqg,transfer_3,9012,none,self,1,manila:41,manila:41,15.680000,36.1773
manila_query_-Tvw2ZcjPmZrmxcJ3PNHwQ,isotropic,1234,none,self,1,manila:33,manila:33,15.680000,36.1773
manila_query_-Tvw2ZcjPmZrmxcJ3PNHwQ,transfer_3,1234,none,self,12,manila:190,manila:33,15.679997,36.1773
manila_query_-Tvw2ZcjPmZrmxcJ3PNHwQ,isotropic,5678,none,self,1,manila:33,manila:33,15.680000,36.1773
manila_query_-Tvw2ZcjPmZrmxcJ3PNHwQ,transfer_3,5678,none,self,9,manila:190,manila:33,15.679997,36.1773
manila_query_-Tvw2ZcjPmZrmxcJ3PNHwQ,isotropic,9012,none,self,1,manila:33,manila:33,15.680000,36.1773
manila_query_-Tvw2ZcjPmZrmxcJ3PNHwQ,transfer_3,9012,none,self,25,manila:190,manila:33,15.680002,36.1773
manila_query_-WlvwRIHM8K9xtN_z0FAGg,isotropic,1234,none,self,13,manila:89,manila:153,15.679997,36.1773
