query_id,correct_gallery_id,correct_rank,correct_similarity,hardest_negative_id,hardest_negative_similarity,retrieval_margin,top1_gallery_id,top5_hit,top10_hit,psnr_mean,effective_weight_energy,effective_mse,clipping_fraction,weight_top10pct_share,placement,operator,label,backbone,seed,gallery_size
zurich_query_-71-BK_yAOJ1soK0OQWIcg,zurich_database_D5f-Hfo2KgngABF8SxLx7A,38,0.7652417421340942,boston_database_17euonMgPfb6H2Pil1okIQ,0.8119580745697021,-0.04671633243560791,boston_database_17euonMgPfb6H2Pil1okIQ,0,0,24.198534255097364,0.25076624751091003,247.30160522460938,0.0,0.10000000894069672,uniform,blur,uniform same-energy,resnet18,1234,0
amman_query_-EAmCN9i5BGEadZIccXEyA,amman_database_MouZWB1Ob24hWl5wCW952A,159,0.7768474817276001,nairobi_database_5NmT9tDga_ogPbyZiowdeA,0.8365719318389893,-0.05972445011138916,nairobi_database_5NmT9tDga_ogPbyZiowdeA,0,0,24.182641448730756,0.2507734000682831,248.208251953125,1.627604251552839e-05,0.10000001639127731,uniform,blur,uniform same-energy,resnet18,1234,0
boston_query_-4vuSn0vvcBVOccgQqFlow,boston_database_4JArLASTqMi3XqYn0nD9kw,466,0.7073833346366882,toronto_database_2-TSX-JXY2BGHtXb-ZXXGA,0.809228777885437,-0.10184544324874878,toronto_database_2-TSX-JXY2BGHtXb-ZXXGA,0,0,24.15814636182304,0.25077205896377563,249.61215209960938,0.0,0.09999997913837433,uniform,blur,uniform same-energy,resnet18,1234,0
cph_query_-07-gME-zaQLhCsFrSInSg,cph_database_4NQHSbQ8iQrPvSbbODlB3w,69,0.7570756077766418,toronto_database_PgZ7x7NS8rhUs3Quy27L4A,0.796238124370575,-0.039162516593933105,toronto_database_PgZ7x7NS8rhUs3Quy27L4A,0,0,24.47469026326438,0.2507722079753876,232.06590270996094,0.0,0.09999999403953552,uniform,blur,uniform same-energy,resnet18,1234,0
london_query_-7U9wY8ynnu3oZ1g_-0xww,london_database_7RTgs3f2012dnRwFgn1daw,105,0.8101426362991333,cph_database_-3eIUVWD-sqVQ4yuYuqU3Q,0.8567193150520325,-0.04657667875289917,cph_database_-3eIUVWD-sqVQ4yuYuqU3Q,0,0,24.311382269300736,0.2507699131965637,240.95843505859375,0.0,0.09999999403953552,uniform,blur,uniform same-energy,resnet18,1234,0
manila_query_-5pMypBbFEXHPOTYNJl_EA,manila_database_1NHx9p_Qfpv51-_bnxD3XQ,142,0.6682047843933105,amman_database_5f1b6ODcRSNjVm7BiUt1HQ,0.7412682771682739,-0.07306349277496338,amman_database_5f1b6ODcRSNjVm7BiUt1HQ,0,0,24.612023113810316,0.25076764822006226,224.84231567382812,0.0,0.10000000894069672,uniform,blur,uniform same-energy,resnet18,1234,0
nairobi_query_-rWgRitoKSYrdczUKUiOrA,nairobi_database_sdOwr6EP_lMNed-ifk5ajw,7,0.8027113676071167,toronto_database_PgZ7x7NS8rhUs3Quy27L4A,0.8206046223640442,-0.01789325475692749,toronto_database_PgZ7x7NS8rhUs3Quy27L4A,0,1,24.16085328555337,0.2507724463939667,249.4566192626953,2.7126736313221045e-05,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
toronto_query_-5HBlqC41yTbYA1NM7dz1A,toronto_database_LIR6pHa5HpRIR-2BJFU0rg,204,0.7227383852005005,toronto_database_2PHgK91Apm8x6PzXK7MpUA,0.7740283012390137,-0.051289916038513184,toronto_database_2PHgK91Apm8x6PzXK7MpUA,0,0,24.32762744306604,0.25077182054519653,240.0587921142578,0.0,0.09999999403953552,uniform,blur,uniform same-energy,resnet18,1234,0
zurich_query_-7bB9HS2MqV7UT7vRyROfg,zurich_database_5hJrSztFeaGup3NhNZhzFg,52,0.7842699289321899,boston_database_-dzsCoIqiJHKcLjfwSEEng,0.8357312083244324,-0.05146127939224243,boston_database_-dzsCoIqiJHKcLjfwSEEng,0,0,24.352897779620733,0.2507781684398651,238.666015625,5.425347353593679e-06,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
amman_query_-L_vanPrT4RcWlLbzCqMKA,amman_database_HrGES6C0zJzcc7fxoUh1wA,24,0.7639836668968201,amman_database_nWYyW9ndofku1hRS683yLQ,0.8051327466964722,-0.0411490797996521,amman_database_nWYyW9ndofku1hRS683yLQ,0,0,24.20443401802281,0.2507728934288025,246.96588134765625,0.0,0.10000001639127731,uniform,blur,uniform same-energy,resnet18,1234,0
boston_query_-5-CNr3q7kmRGcDSMueI4w,boston_database_3lVqKzsrj2VgtyrwMWuJUQ,3,0.7928562164306641,amman_database_5f1b6ODcRSNjVm7BiUt1HQ,0.8031693696975708,-0.010313153266906738,amman_database_5f1b6ODcRSNjVm7BiUt1HQ,1,1,24.23183940502055,0.25077909231185913,245.412353515625,0.0,0.10000000894069672,uniform,blur,uniform same-energy,resnet18,1234,0
cph_query_-0_HsZnndjHv76QpTyNFCA,cph_database_SV8c2DXuy-R0A6D10eAPeA,177,0.7209107279777527,amman_database_5f1b6ODcRSNjVm7BiUt1HQ,0.8018499612808228,-0.08093923330307007,amman_database_5f1b6ODcRSNjVm7BiUt1HQ,0,0,24.118036959466277,0.2507743835449219,251.92813110351562,0.0,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
london_query_-7cNAk24ZhuoOowcvDoImw,london_database_51ahiaqHEKcy5QEIBNvh3A,201,0.7373582720756531,toronto_database_-XkycQX2JLT0cjczIlv3PQ,0.8029459118843079,-0.06558763980865479,toronto_database_-XkycQX2JLT0cjczIlv3PQ,0,0,24.445137643518812,0.2507613003253937,233.6504364013672,0.0,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
manila_query_-6NSbTuzpeyDbSXKeGAasg,manila_database_5Jgk-PBCNuBnDgvnc12SjQ,67,0.7646576166152954,toronto_database_1VHx8iUPobwi99CTiggIpA,0.8033438324928284,-0.03868621587753296,toronto_database_1VHx8iUPobwi99CTiggIpA,0,0,24.259968608106742,0.2507738769054413,243.8279571533203,0.0,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
nairobi_query_-yxXz3in11JFniZQAa7m2A,nairobi_database_LSnVsJjFK6VuEpGNIOYDaw,53,0.7412444353103638,nairobi_database_W4h3FhBpqw6ZxtDT2QwhjQ,0.7856187224388123,-0.044374287128448486,nairobi_database_W4h3FhBpqw6ZxtDT2QwhjQ,0,0,24.484165956072765,0.25077298283576965,231.56011962890625,2.1701389414374717e-05,0.09999999403953552,uniform,blur,uniform same-energy,resnet18,1234,0
toronto_query_-5RKNbex7In9Ys4mH40wXA,toronto_database_0z_4WFO9VLvVawmjwZH8gw,1733,0.6846833229064941,toronto_database_-C42seTAv_ysnP57NggKvQ,0.8713290691375732,-0.1866457462310791,toronto_database_-C42seTAv_ysnP57NggKvQ,0,0,24.610529377516038,0.25077196955680847,224.91966247558594,0.0,0.10000000894069672,uniform,blur,uniform same-energy,resnet18,1234,0
zurich_query_-ANYzSHAsjItBx6yJauT3A,zurich_database_2AJ6kHCsE48TTzHS7X6vFw,7,0.8038532733917236,manila_database_-A6IKNhOfbqGrOLNdvFoTQ,0.8203609585762024,-0.01650768518447876,manila_database_-A6IKNhOfbqGrOLNdvFoTQ,0,1,24.432662939961883,0.25077348947525024,234.32254028320312,0.0,0.09999998658895493,uniform,blur,uniform same-energy,resnet18,1234,0
amman_query_-MUBUlzvFxQS_zFg6xNhVg,amman_database_nWYyW9ndofku1hRS683yLQ,44,0.7399545907974243,zurich_database_5jH4U_4TNYc10SYH32wkVw,0.7991822957992554,-0.059227705001831055,zurich_database_5jH4U_4TNYc10SYH32wkVw,0,0,24.284961993033992,0.2507728934288025,242.42877197265625,2.7126736313221045e-05,0.10000001639127731,uniform,blur,uniform same-energy,resnet18,1234,0
boston_query_-6RLrPXAeunQaNK6m645ZA,boston_database_6aAMwP5cGh9-ZNiC64XZhw,1,0.7818619012832642,amman_database_nWYyW9ndofku1hRS683yLQ,0.7789250612258911,0.002936840057373047,boston_database_6aAMwP5cGh9-ZNiC64XZhw,1,1,24.28986922299073,0.2507757842540741,242.15499877929688,0.0,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
cph_query_-2N5Dmf5tOm5N83KXgvjDw,cph_database_5bN6yjff_s_mmc84IJXTkQ,1,0.8619732856750488,boston_database_8fdyRqWina-XbUhKkpoNSQ,0.8172607421875,0.04471254348754883,cph_database_5bN6yjff_s_mmc84IJXTkQ,1,1,24.504585096682696,0.2507745921611786,230.4739532470703,0.0,0.09999999403953552,uniform,blur,uniform same-energy,resnet18,1234,0
london_query_-8xWvI5d3Z6gfsRDb_kEQQ,london_database_2nfD8uopWEhFcNeRrMETIA,48,0.7291594743728638,london_database_1HBKiIwsYTj_B1mXOqKWag,0.8130266666412354,-0.08386719226837158,london_database_1HBKiIwsYTj_B1mXOqKWag,0,0,24.399191378916342,0.2507750391960144,236.13546752929688,0.0,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
manila_query_-6_2C-ExaVhx4ONvHOvffw,manila_database_GI4HIiOuBrAQqj5gEbVdrw,448,0.7720204591751099,manila_database_8I6-GjqLP1No2q7xAtS3OA,0.8351718187332153,-0.06315135955810547,manila_database_8I6-GjqLP1No2q7xAtS3OA,0,0,24.421094582083388,0.25076824426651,234.94754028320312,0.0,0.09999997913837433,uniform,blur,uniform same-energy,resnet18,1234,0
nairobi_query_0-ZdPdUGwVdDwKbIOxQCBA,nairobi_database_Sm5f4osblN-sOr2YFvbXXg,22,0.7685726881027222,nairobi_database_3OmcXtcYnSAEtSgKW6qZ5A,0.817480742931366,-0.0489080548286438,nairobi_database_3OmcXtcYnSAEtSgKW6qZ5A,0,0,24.266550176366323,0.25077539682388306,243.45872497558594,5.425347353593679e-06,0.09999998658895493,uniform,blur,uniform same-energy,resnet18,1234,0
toronto_query_-5ryd5v5eXUsmP9y4p6w_g,toronto_database_4QZV-ysKpbmwlccfG-g0Iw,567,0.7616820335388184,amman_database_0ugNILZPtpQGFYzyHrZHow,0.8414008617401123,-0.07971882820129395,amman_database_0ugNILZPtpQGFYzyHrZHow,0,0,24.06847253104396,0.25077006220817566,254.81976318359375,0.0,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
zurich_query_-Bz7by7mnVU_HZbXc8FmpQ,zurich_database_JlQZqZETcsktpyAY5mc1pg,100,0.7524526119232178,toronto_database_W6mVozbof69jHkgfFY-m0g,0.8407003283500671,-0.08824771642684937,toronto_database_W6mVozbof69jHkgfFY-m0g,0,0,24.050625539758848,0.25077298283576965,255.86907958984375,0.0,0.09999999403953552,uniform,blur,uniform same-energy,resnet18,1234,0
amman_query_-N1g8CEJP4UIaWH8Qqja2g,amman_database_UX1YuIhPO2Xhxp7YP0Xf5w,30,0.7838985919952393,amman_database_ONY-rsH_3nthK111PVrqsg,0.8217860460281372,-0.03788745403289795,amman_database_ONY-rsH_3nthK111PVrqsg,0,0,24.175580344933625,0.25077298283576965,248.6121368408203,0.0,0.09999999403953552,uniform,blur,uniform same-energy,resnet18,1234,0
boston_query_-7KZUz5u8-7ja98pf8etVA,boston_database_-1Ur0I4BTjRYsKJqfcfVZQ,1007,0.6929205656051636,boston_database_0ZuEuJjkajztnI_h9TmMdw,0.818913996219635,-0.12599343061447144,boston_database_0ZuEuJjkajztnI_h9TmMdw,0,0,24.235834948823538,0.25077390670776367,245.18667602539062,1.627604251552839e-05,0.10000000894069672,uniform,blur,uniform same-energy,resnet18,1234,0
cph_query_-3uNzD-M1uI2jZeGqOkpXg,cph_database_spPSHqDZCj45h17hsXWxpw,413,0.6415927410125732,boston_database_4mzQ9KJnbqfpHrK-m5aFTg,0.7415363192558289,-0.09994357824325562,boston_database_4mzQ9KJnbqfpHrK-m5aFTg,0,0,24.313030219036868,0.25077539682388306,240.8670196533203,0.0,0.09999998658895493,uniform,blur,uniform same-energy,resnet18,1234,0
london_query_-9FGszdwftnBlzMuP0c_NQ,london_database_Kz3Cq-q4WwlxQ_Rjgk305g,1,0.8209940195083618,toronto_database_zv6HYCz2L9iYghJLLris7g,0.8033970594406128,0.017596960067749023,london_database_Kz3Cq-q4WwlxQ_Rjgk305g,1,1,24.134096491825584,0.2507767975330353,250.99826049804688,0.0,0.09999999403953552,uniform,blur,uniform same-energy,resnet18,1234,0
manila_query_-6_XaKv0Rrp2Jl0G9m_8NQ,manila_database_bzL4WtEPhaFVpdv28uA09Q,1056,0.633269727230072,amman_database_cB_uCwuAGl-AVRDL8fA3hw,0.7485447525978088,-0.11527502536773682,amman_database_cB_uCwuAGl-AVRDL8fA3hw,0,0,24.093759731469785,0.25077322125434875,253.34036254882812,0.0,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
nairobi_query_01juXwMfxX_a4pfhpqt66g,nairobi_database__NQN4HVNqbeDVDEt6tg7qw,28,0.7696257829666138,london_database_7raRYKpTIhib6mX9NzN7BA,0.8005620241165161,-0.030936241149902344,london_database_7raRYKpTIhib6mX9NzN7BA,0,0,24.480493519092263,0.2507734000682831,231.75601196289062,0.0018934461986646056,0.10000001639127731,uniform,blur,uniform same-energy,resnet18,1234,0
toronto_query_-5z50PgNYnxK8Ns2WmF_TQ,toronto_database_722ijUnk9MYUhHf8kqn7Kg,23,0.8045095801353455,toronto_database_5N_xCD5S7U4gR9yqVo1_KQ,0.852864682674408,-0.0483551025390625,toronto_database_5N_xCD5S7U4gR9yqVo1_KQ,0,0,24.082383738617548,0.25077489018440247,254.0048370361328,5.425347353593679e-06,0.09999999403953552,uniform,blur,uniform same-energy,resnet18,1234,0
zurich_query_-D3dDkhM5rjIJhj1SPdroA,zurich_database_A7Y3Ah31a1X_Bh7UZS5KIA,476,0.7894744873046875,zurich_database_0VIPNNiH89sDerQWKlMkFQ,0.8708211183547974,-0.08134663105010986,zurich_database_0VIPNNiH89sDerQWKlMkFQ,0,0,24.551651622160108,0.2507605254650116,227.98968505859375,0.0,0.10000000149011612,uniform,blur,uniform same-energy,resnet18,1234,0
amman_query_-VdxqGX8d8L_OiSEN5CtDw,amman_database_ugi1L8kfJhi2W7D5xbEYlA,68,0.7448344826698303,amman_database_5f1b6ODcRSNjVm7BiUt1HQ,0.7855862975120544,-0.04075181484222412,amman_database_5f1b6ODcRSNjVm7BiUt1HQ,0,0,24.125748875279264,0.25077539682388306,251.48117065429688,0.0,0.09999998658895493,uniform,blur,uniform same-energy,resnet18,1234,0
