query_id,place_id,city,condition,seed,pred_lat,pred_lon,true_lat,true_lon,error_km,effective_mse
cph_query_--kN3Y3n0x47vWa8WX-a8w,cph:162,cph,edge,1234,55.659557,12.591007,55.711783,12.592544,5.8080,15.6800
cph_query_--kN3Y3n0x47vWa8WX-a8w,cph:162,cph,saliency,1234,59.403599,17.943077,55.711783,12.592544,519.6489,15.6800
london_query_-4Vq2O1PhPmG6WK-yV402Q,london:2,london,clean,1234,51.558289,-0.178871,51.523822,-0.178555,3.8326,0.0000
london_query_-4Vq2O1PhPmG6WK-yV402Q,london:2,london,isotropic,1234,51.593498,0.228500,51.523822,-0.178555,29.1873,15.6800
london_query_-4Vq2O1PhPmG6WK-yV402Q,london:2,london,edge,1234,51.593498,0.228500,51.523822,-0.178555,29.1873,15.6800
london_query_-4Vq2O1PhPmG6WK-yV402Q,london:2,london,saliency,1234,51.558289,-0.178871,51.523822,-0.178555,3.8326,15.6800
manila_query_-10rV9IlRhgTnk5e_QJbgA,manila:142,manila,clean,1234,14.274808,121.102959,14.553068,121.063485,31.2319,0.0000
manila_query_-10rV9IlRhgTnk5e_QJbgA,manila:142,manila,isotropic,1234,13.429528,123.411484,14.553068,121.063485,282.4647,15.6800
manila_query_-10rV9IlRhgTnk5e_QJbgA,manila:142,manila,edge,1234,14.274808,121.102959,14.553068,121.063485,31.2319,15.6800
manila_query_-10rV9IlRhgTnk5e_QJbgA,manila:142,manila,saliency,1234,14.274808,121.102959,14.553068,121.063485,31.2319,15.6800
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,nairobi:18,nairobi,clean,1234,-1.024163,37.065125,-1.254382,36.691417,48.7997,0.0000
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,nairobi:18,nairobi,isotropic,1234,-1.040897,36.741028,-1.254382,36.691417,24.3708,15.6800
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,nairobi:18,nairobi,edge,1234,-1.040897,36.741028,-1.254382,36.691417,24.3708,15.6800
nairobi_query_-cS3FR1RBElNB48QQHiL0Q,nairobi:18,nairobi,saliency,1234,-1.040897,36.741028,-1.254382,36.691417,24.3708,15.6800
toronto_query_-3UT7A8bNUkVBgSLW30-ow,toronto:185,toronto,clean,1234,-34.882782,138.658020,43.710996,-79.360762,16632.5029,0.0000
toronto_query_-3UT7A8bNUkVBgSLW30-ow,toronto:185,toronto,isotropic,1234,-33.754532,150.755249,43.710996,-79.360762,15599.9543,15.6800
toronto_query_-3UT7A8bNUkVBgSLW30-ow,toronto:185,toronto,edge,1234,-34.882782,138.658020,43.710996,-79.360762,16632.5029,15.6800
toronto_query_-3UT7A8bNUkVBgSLW30-ow,toronto:185,toronto,saliency,1234,-34.979378,-71.230545,43.710996,-79.360762,8788.6349,15.6800
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,zurich:13,zurich,clean,1234,47.388325,8.519226,47.394793,8.470135,3.7648,0.0000
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,zurich:13,zurich,isotropic,1234,47.395916,8.599730,47.394793,8.470135,9.7556,15.6800
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,zurich:13,zurich,edge,1234,47.175495,8.513255,47.394793,8.470135,24.6008,15.6800
zurich_query_-25E3MQ0PY1vs_FT7mKaUw,zurich:13,zurich,saliency,1234,47.175495,8.513255,47.394793,8.470135,24.6008,15.6800
amman_query_-BJoV1t0rKwEzk0bsZplVQ,amman:37,amman,clean,1234,32.869747,13.183218,31.978364,35.915587,2131.8532,0.0000
amman_query_-BJoV1t0rKwEzk0bsZplVQ,amman:37,amman,isotropic,1234,32.869747,13.183218,31.978364,35.915587,2131.8532,15.6800
amman_query_-BJoV1t0rKwEzk0bsZplVQ,amman:37,amman,edge,1234,32.869747,13.183218,31.978364,35.915587,2131.8532,15.6800
amman_query_-BJoV1t0rKwEzk0bsZplVQ,amman:37,amman,saliency,1234,32.869747,13.183218,31.978364,35.915587,2131.8532,15.6800
boston_query_-0n5FDAuOditKvxIekIbBg,boston:239,boston,clean,1234,40.850239,-73.946968,42.380288,-71.076932,293.0098,0.0000
boston_query_-0n5FDAuOditKvxIekIbBg,boston:239,boston,isotropic,1234,37.537655,126.825737,42.380288,-71.076932,10945.5483,15.6800
boston_query_-0n5FDAuOditKvxIekIbBg,boston:239,boston,edge,1234,37.537655,126.825737,42.380288,-71.076932,10945.5483,15.6800
boston_query_-0n5FDAuOditKvxIekIbBg,boston:239,boston,saliency,1234,40.852779,-73.959038,42.380288,-71.076932,293.6598,15.6800
cph_query_--xKnCCc_4tDGo80iM-A_g,cph:345,cph,clean,1234,55.680984,12.574700,55.681840,12.535123,2.4830,0.0000
cph_query_--xKnCCc_4tDGo80iM-A_g,cph:345,cph,isotropic,1234,55.679169,12.572093,55.681840,12.535123,2.3367,15.6800
cph_query_--xKnCCc_4tDGo80iM-A_g,cph:345,cph,edge,1234,55.681454,12.573852,55.681840,12.535123,2.4283,15.6800
cph_query_--xKnCCc_4tDGo80iM-A_g,cph:345,cph,saliency,1234,55.679134,12.572307,55.681840,12.535123,2.3505,15.6800
london_query_-4pmBOZmF-ynXSkWw5BAew,london:5,london,clean,1234,51.558998,0.069700,51.535260,-0.170542,16.8209,0.0000
london_query_-4pmBOZmF-ynXSkWw5BAew,london:5,london,isotropic,1234,51.513023,-0.379049,51.535260,-0.170542,14.6357,15.6800
london_query_-4pmBOZmF-ynXSkWw5BAew,london:5,london,edge,1234,51.558998,0.069700,51.535260,-0.170542,16.8209,15.6800
london_query_-4pmBOZmF-ynXSkWw5BAew,london:5,london,saliency,1234,51.590679,-0.065091,51.535260,-0.170542,9.5451,15.6800
manila_query_-2h231ovohZWmrsaBllNyw,manila:177,manila,clean,1234,14.552815,121.022881,14.589862,121.079849,7.3863,0.0000
manila_query_-2h231ovohZWmrsaBllNyw,manila:177,manila,isotropic,1234,14.584208,121.056732,14.589862,121.079849,2.5659,15.6800
manila_query_-2h231ovohZWmrsaBllNyw,manila:177,manila,edge,1234,14.563871,121.037529,14.589862,121.079849,5.3939,15.6800
manila_query_-2h231ovohZWmrsaBllNyw,manila:177,manila,saliency,1234,14.552815,121.022881,14.589862,121.079849,7.3863,15.6800
nairobi_query_-dn1KaWvGY9H5JRLNtaYPg,nairobi:10,nairobi,clean,1234,9.937153,-84.108261,-1.273521,36.800827,13414.8645,0.0000
nairobi_query_-dn1KaWvGY9H5JRLNtaYPg,nairobi:10,nairobi,isotropic,1234,-23.105627,-45.708618,-1.273521,36.800827,9185.9854,15.6800
nairobi_query_-dn1KaWvGY9H5JRLNtaYPg,nairobi:10,nairobi,edge,1234,9.935816,-84.051559,-1.273521,36.800827,13408.6843,15.6800
nairobi_query_-dn1KaWvGY9H5JRLNtaYPg,nairobi:10,nairobi,saliency,1234,9.935816,-84.051559,-1.273521,36.800827,13408.6843,15.6800
toronto_query_-4IVXvKV2D8brXjQPZ1GRA,toronto:88,toronto,clean,1234,49.282501,-123.108498,43.643736,-79.402861,3357.0857,0.0000
toronto_query_-4IVXvKV2D8brXjQPZ1GRA,toronto:88,toronto,isotropic,1234,43.648125,-79.395790,43.643736,-79.402861,0.7496,15.6800
toronto_query_-4IVXvKV2D8brXjQPZ1GRA,toronto:88,toronto,edge,1234,43.647972,-79.395401,43.643736,-79.402861,0.7630,15.6800
toronto_query_-4IVXvKV2D8brXjQPZ1GRA,toronto:88,toronto,saliency,1234,43.647972,-79.395401,43.643736,-79.402861,0.7630,15.6800
zurich_query_-4StYjY5sT1S23ls5heCbg,zurich:104,zurich,clean,1234,46.511757,6.625592,47.384664,8.477789,170.8396,0.0000
zurich_query_-4StYjY5sT1S23ls5heCbg,zurich:104,zurich,isotropic,1234,47.345161,8.533467,47.384664,8.477789,6.0728,15.6800
zurich_query_-4StYjY5sT1S23ls5heCbg,zurich:104,zurich,edge,1234,46.263443,6.075439,47.384664,8.477789,221.2357,15.6800
zurich_query_-4StYjY5sT1S23ls5heCbg,zurich:104,zurich,saliency,1234,46.263443,6.075439,47.384664,8.477789,221.2357,15.6800
amman_query_-D0IlKF__f0c9DPAKbiYnw,amman:23,amman,clean,1234,30.118700,31.403902,31.946058,35.850294,469.8027,0.0000
amman_query_-D0IlKF__f0c9DPAKbiYnw,amman:23,amman,isotropic,1234,25.744555,-100.297791,31.946058,35.850294,12091.8441,15.6800
amman_query_-D0IlKF__f0c9DPAKbiYnw,amman:23,amman,edge,1234,31.969748,34.771812,31.946058,35.850294,101.7798,15.6800
amman_query_-D0IlKF__f0c9DPAKbiYnw,amman:23,amman,saliency,1234,25.744555,-100.297791,31.946058,35.850294,12091.8441,15.6800
boston_query_-3hM-MR6uuw3se14vw3G0w,boston:84,boston,clean,1234,34.168812,-118.376633,42.355516,-71.105953,4170.7997,0.0000
boston_query_-3hM-MR6uuw3se14vw3G0w,boston:84,boston,isotropic,1234,34.087879,-118.216690,42.355516,-71.105953,4161.7620,15.6800
boston_query_-3hM-MR6uuw3se14vw3G0w,boston:84,boston,edge,1234,-37.768246,144.964966,42.355516,-71.105953,16926.9794,15.6800
boston_query_-3hM-MR6uuw3se14vw3G0w,boston:84,boston,saliency,1234,34.039124,-118.232712,42.355516,-71.105953,4165.5417,15.6800
cph_query_-05vIhjxDNupFcgaM90L3w,cph:71,cph,clean,1234,56.047958,12.696998,55.679677,12.568518,41.7284,0.0000
cph_query_-05vIhjxDNupFcgaM90L3w,cph:71,cph,isotropic,1234,54.888138,10.409783,55.679677,12.568518,162.5776,15.6800
cph_query_-05vIhjxDNupFcgaM90L3w,cph:71,cph,edge,1234,53.865639,10.683485,55.679677,12.568518,235.1521,15.6800
cph_query_-05vIhjxDNupFcgaM90L3w,cph:71,cph,saliency,1234,59.858639,17.636028,55.679677,12.568518,553.0435,15.6800
london_query_-5QOE2AlZX8rEz8ONtGRrg,london:131,london,clean,1234,51.555065,-0.278413,51.518989,-0.186234,7.5325,0.0000
london_query_-5QOE2AlZX8rEz8ONtGRrg,london:131,london,isotropic,1234,51.555065,-0.278413,51.518989,-0.186234,7.5325,15.6800
london_query_-5QOE2AlZX8rEz8ONtGRrg,london:131,london,edge,1234,51.540836,-0.278756,51.518989,-0.186234,6.8458,15.6800
london_query_-5QOE2AlZX8rEz8ONtGRrg,london:131,london,saliency,1234,51.555065,-0.278413,51.518989,-0.186234,7.5325,15.6800
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,manila:160,manila,clean,1234,14.540577,121.010918,14.614392,121.074872,10.7116,0.0000
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,manila:160,manila,isotropic,1234,15.772430,120.735794,14.614392,121.074872,133.8100,15.6800
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,manila:160,manila,edge,1234,14.540577,121.010918,14.614392,121.074872,10.7116,15.6800
manila_query_-3H2xPWPOqn_dCF2Lz5EtQ,manila:160,manila,saliency,1234,15.772430,120.735794,14.614392,121.074872,133.8100,15.6800
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,nairobi:9,nairobi,clean,1234,-6.132020,106.663681,-1.275838,36.794777,7766.8771,0.0000
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,nairobi:9,nairobi,isotropic,1234,-6.196909,106.875366,-1.275838,36.794777,7790.3888,15.6800
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,nairobi:9,nairobi,edge,1234,18.552126,73.892181,-1.275838,36.794777,4615.2145,15.6800
nairobi_query_-f7xKWoDFjaXHyTtnRqVKw,nairobi:9,nairobi,saliency,1234,18.552126,73.892181,-1.275838,36.794777,4615.2145,15.6800
toronto_query_-4mlNvZUZnbmRaGbiIndoA,toronto:102,toronto,clean,1234,43.653744,-79.400887,43.653097,-79.398314,0.2191,0.0000
toronto_query_-4mlNvZUZnbmRaGbiIndoA,toronto:102,toronto,isotropic,1234,43.652859,-79.401344,43.653097,-79.398314,0.2452,15.6800
toronto_query_-4mlNvZUZnbmRaGbiIndoA,toronto:102,toronto,edge,1234,43.653744,-79.400887,43.653097,-79.398314,0.2191,15.6800
toronto_query_-4mlNvZUZnbmRaGbiIndoA,toronto:102,toronto,saliency,1234,43.653744,-79.400887,43.653097,-79.398314,0.2191,15.6800
zurich_query_-71-BK_yAOJ1soK0OQWIcg,zurich:44,zurich,clean,1234,47.575069,8.566911,47.408626,8.440654,20.7971,0.0000
zurich_query_-71-BK_yAOJ1soK0OQWIcg,zurich:44,zurich,isotropic,1234,47.575069,8.566911,47.408626,8.440654,20.7971,15.6800
zurich_query_-71-BK_yAOJ1soK0OQWIcg,zurich:44,zurich,edge,1234,47.575069,8.566911,47.408626,8.440654,20.7971,15.6800
zurich_query_-71-BK_yAOJ1soK0OQWIcg,zurich:44,zurich,saliency,1234,47.575069,8.566911,47.408626,8.440654,20.7971,15.6800
amman_query_-EAmCN9i5BGEadZIccXEyA,amman:30,amman,clean,1234,33.864716,35.500259,32.001434,35.876522,210.1418,0.0000
amman_query_-EAmCN9i5BGEadZIccXEyA,amman:30,amman,isotropic,1234,33.838562,35.558388,32.001434,35.876522,206.4261,15.6800
amman_query_-EAmCN9i5BGEadZIccXEyA,amman:30,amman,edge,1234,33.864716,35.500259,32.001434,35.876522,210.1418,15.6800
amman_query_-EAmCN9i5BGEadZIccXEyA,amman:30,amman,saliency,1234,38.044563,23.791166,32.001434,35.876522,1287.7739,15.6800
boston_query_-4vuSn0vvcBVOccgQqFlow,boston:149,boston,clean,1234,38.904499,-77.059502,42.343408,-71.091326,632.1312,0.0000
boston_query_-4vuSn0vvcBVOccgQqFlow,boston:149,boston,isotropic,1234,41.142788,-73.258377,42.343408,-71.091326,223.9263,15.6800
boston_query_-4vuSn0vvcBVOccgQqFlow,boston:149,boston,edge,1234,38.905285,-77.060379,42.343408,-71.091326,632.1350,15.6800
boston_query_-4vuSn0vvcBVOccgQqFlow,boston:149,boston,saliency,1234,41.142788,-73.258377,42.343408,-71.091326,223.9263,15.6800
cph_query_-07-gME-zaQLhCsFrSInSg,cph:241,cph,clean,1234,58.039253,14.985834,55.669586,12.610691,300.4269,0.0000
cph_query_-07-gME-zaQLhCsFrSInSg,cph:241,cph,isotropic,1234,59.376099,13.523483,55.669586,12.610691,415.7234,15.6800
cph_query_-07-gME-zaQLhCsFrSInSg,cph:241,cph,edge,1234,58.039253,14.985834,55.669586,12.610691,300.4269,15.6800
cph_query_-07-gME-zaQLhCsFrSInSg,cph:241,cph,saliency,1234,58.039253,14.985834,55.669586,12.610691,300.4269,15.6800
london_query_-7U9wY8ynnu3oZ1g_-0xww,london:104,london,clean,1234,51.590679,-0.065091,51.534225,-0.082836,6.3961,0.0000
london_query_-7U9wY8ynnu3oZ1g_-0xww,london:104,london,isotropic,1234,51.590679,-0.065091,51.534225,-0.082836,6.3961,15.6800
london_query_-7U9wY8ynnu3oZ1g_-0xww,london:104,london,edge,1234,51.590679,-0.065091,51.534225,-0.082836,6.3961,15.6800
london_query_-7U9wY8ynnu3oZ1g_-0xww,london:104,london,saliency,1234,51.594807,-0.066089,51.534225,-0.082836,6.8351,15.6800
manila_query_-5pMypBbFEXHPOTYNJl_EA,manila:116,manila,clean,1234,14.656497,121.030350,14.567987,121.050187,10.0707,0.0000
manila_query_-5pMypBbFEXHPOTYNJl_EA,manila:116,manila,isotropic,1234,14.624447,120.971832,14.567987,121.050187,10.5121,15.6800
manila_query_-5pMypBbFEXHPOTYNJl_EA,manila:116,manila,edge,1234,14.630095,120.964966,14.567987,121.050187,11.4798,15.6800
manila_query_-5pMypBbFEXHPOTYNJl_EA,manila:116,manila,saliency,1234,10.313793,123.901955,14.567987,121.050187,565.3386,15.6800
nairobi_query_-rWgRitoKSYrdczUKUiOrA,nairobi:22,nairobi,clean,1234,3.874410,11.521551,-1.257983,36.701486,2855.8067,0.0000
nairobi_query_-rWgRitoKSYrdczUKUiOrA,nairobi:22,nairobi,isotropic,1234,3.874410,11.521551,-1.257983,36.701486,2855.8067,15.6800
nairobi_query_-rWgRitoKSYrdczUKUiOrA,nairobi:22,nairobi,edge,1234,3.874410,11.521551,-1.257983,36.701486,2855.8067,15.6800
nairobi_query_-rWgRitoKSYrdczUKUiOrA,nairobi:22,nairobi,saliency,1234,3.874410,11.521551,-1.257983,36.701486,2855.8067,15.6800
toronto_query_-5HBlqC41yTbYA1NM7dz1A,toronto:156,toronto,clean,1234,43.649319,-79.371864,43.647975,-79.371764,0.1496,0.0000
toronto_query_-5HBlqC41yTbYA1NM7dz1A,toronto:156,toronto,isotropic,1234,43.649502,-79.368332,43.647975,-79.371764,0.3242,15.6800
toronto_query_-5HBlqC41yTbYA1NM7dz1A,toronto:156,toronto,edge,1234,43.649712,-79.361137,43.647975,-79.371764,0.8765,15.6800
toronto_query_-5HBlqC41yTbYA1NM7dz1A,toronto:156,toronto,saliency,1234,43.649502,-79.368332,43.647975,-79.371764,0.3242,15.6800
zurich_query_-7bB9HS2MqV7UT7vRyROfg,zurich:19,zurich,clean,1234,50.375015,7.002668,47.399085,8.513745,348.8457,0.0000
zurich_query_-7bB9HS2MqV7UT7vRyROfg,zurich:19,zurich,isotropic,1234,53.481995,9.847483,47.399085,8.513745,682.9193,15.6800
zurich_query_-7bB9HS2MqV7UT7vRyROfg,zurich:19,zurich,edge,1234,50.375015,7.002668,47.399085,8.513745,348.8457,15.6800
zurich_query_-7bB9HS2MqV7UT7vRyROfg,zurich:19,zurich,saliency,1234,50.375015,7.002668,47.399085,8.513745,348.8457,15.6800
amman_query_-L_vanPrT4RcWlLbzCqMKA,amman:29,amman,clean,1234,31.949841,35.922371,31.958243,35.852087,6.6965,0.0000
amman_query_-L_vanPrT4RcWlLbzCqMKA,amman:29,amman,isotropic,1234,31.949841,35.922371,31.958243,35.852087,6.6965,15.6800
amman_query_-L_vanPrT4RcWlLbzCqMKA,amman:29,amman,edge,1234,31.949841,35.922371,31.958243,35.852087,6.6965,15.6800
amman_query_-L_vanPrT4RcWlLbzCqMKA,amman:29,amman,saliency,1234,31.949841,35.922371,31.958243,35.852087,6.6965,15.6800
boston_query_-5-CNr3q7kmRGcDSMueI4w,boston:234,boston,clean,1234,40.719334,-73.842667,42.354578,-71.078903,293.1932,0.0000
boston_query_-5-CNr3q7kmRGcDSMueI4w,boston:234,boston,isotropic,1234,42.359901,-71.088463,42.354578,-71.078903,0.9836,15.6800
boston_query_-5-CNr3q7kmRGcDSMueI4w,boston:234,boston,edge,1234,40.849308,-73.938873,42.354578,-71.078903,290.7748,15.6800
boston_query_-5-CNr3q7kmRGcDSMueI4w,boston:234,boston,saliency,1234,40.882973,-73.914253,42.354578,-71.078903,286.9030,15.6800
cph_query_-0_HsZnndjHv76QpTyNFCA,cph:242,cph,clean,1234,58.770275,5.678888,55.669816,12.611177,540.8610,0.0000
cph_query_-0_HsZnndjHv76QpTyNFCA,cph:242,cph,isotropic,1234,59.154381,18.122366,55.669816,12.611177,508.6545,15.6800
cph_query_-0_HsZnndjHv76QpTyNFCA,cph:242,cph,edge,1234,64.002815,11.486892,55.669816,12.611177,928.6782,15.6800
cph_query_-0_HsZnndjHv76QpTyNFCA,cph:242,cph,saliency,1234,58.770275,5.678888,55.669816,12.611177,540.8610,15.6800
london_query_-7cNAk24ZhuoOowcvDoImw,london:126,london,clean,1234,51.315285,-0.231882,51.518691,-0.207176,22.6825,0.0000
london_query_-7cNAk24ZhuoOowcvDoImw,london:126,london,isotropic,1234,51.606449,-2.627363,51.518691,-0.207176,167.5733,15.6800
london_query_-7cNAk24ZhuoOowcvDoImw,london:126,london,edge,1234,51.315285,-0.231882,51.518691,-0.207176,22.6825,15.6800
london_query_-7cNAk24ZhuoOowcvDoImw,london:126,london,saliency,1234,51.606449,-2.627363,51.518691,-0.207176,167.5733,15.6800
manila_query_-6NSbTuzpeyDbSXKeGAasg,manila:190,manila,clean,1234,14.273283,121.104385,14.559348,121.089786,31.8478,0.0000
manila_query_-6NSbTuzpeyDbSXKeGAasg,manila:190,manila,isotropic,1234,14.273283,121.104385,14.559348,121.089786,31.8478,15.6800
manila_query_-6NSbTuzpeyDbSXKeGAasg,manila:190,manila,edge,1234,14.273283,121.104385,14.559348,121.089786,31.8478,15.6800
manila_query_-6NSbTuzpeyDbSXKeGAasg,manila:190,manila,saliency,1234,14.273283,121.104385,14.559348,121.089786,31.8478,15.6800
nairobi_query_-yxXz3in11JFniZQAa7m2A,nairobi:10,nairobi,clean,1234,-1.228967,36.804867,-1.273099,36.800974,4.9263,0.0000
nairobi_query_-yxXz3in11JFniZQAa7m2A,nairobi:10,nairobi,isotropic,1234,-1.040897,36.741028,-1.273099,36.800974,26.6659,15.6800
nairobi_query_-yxXz3in11JFniZQAa7m2A,nairobi:10,nairobi,edge,1234,19.505119,-99.244705,-1.273099,36.800974,14822.4129,15.6800
nairobi_query_-yxXz3in11JFniZQAa7m2A,nairobi:10,nairobi,saliency,1234,19.505119,-99.244705,-1.273099,36.800974,14822.4129,15.6800
toronto_query_-5RKNbex7In9Ys4mH40wXA,toronto:3,toronto,clean,1234,45.465683,-73.624702,43.651658,-79.437117,502.5985,0.0000
toronto_query_-5RKNbex7In9Ys4mH40wXA,toronto:3,toronto,isotropic,1234,45.456337,-73.633804,43.651658,-79.437117,501.5565,15.6800
toronto_query_-5RKNbex7In9Ys4mH40wXA,toronto:3,toronto,edge,1234,45.456337,-73.633804,43.651658,-79.437117,501.5565,15.6800
toronto_query_-5RKNbex7In9Ys4mH40wXA,toronto:3,toronto,saliency,1234,45.456337,-73.633804,43.651658,-79.437117,501.5565,15.6800
