query_id,condition,seed,pred_lat,pred_lon,true_lat,true_lon,error_km,refused,model
amman_query_2lABfkOBYPSLZkKhyRxYdA,isotropic,1234,33.315200,44.366100,31.970988,35.840493,811.8871,0,gpt-5
amman_query_2o7YcP9UAqSU1ygtK33BfQ,isotropic,1234,31.953900,35.910600,31.998442,35.881033,5.6841,0,gpt-5
amman_query_2pCCoWfi0AP_93cYLKD9sA,isotropic,1234,31.778000,35.225000,31.991647,35.830404,61.9005,0,gpt-5
amman_query_2pZlZDNh_3B-gECdtvklWQ,isotropic,1234,31.953000,35.910000,31.958628,35.853315,5.3844,0,gpt-5
amman_query_2rTDzpKAZdmx5K2aSyos9w,isotropic,1234,38.398000,27.023000,32.029197,35.840228,1068.2145,0,gpt-5
boston_query_--LUAhgqzqNM6FyWSJ-Dsw,isotropic,1234,27.807500,-82.638900,42.398486,-71.107798,1927.8661,0,gpt-5
boston_query_--VtRctVkqAafFr5b_6GXg,isotropic,1234,42.389000,-71.119000,42.304708,-71.073356,10.0956,0,gpt-5
boston_query_-0n5FDAuOditKvxIekIbBg,isotropic,1234,40.736500,-73.974000,42.380288,-71.076932,302.4823,0,gpt-5
boston_query_-3hM-MR6uuw3se14vw3G0w,isotropic,1234,37.795000,-122.277000,42.355516,-71.105953,4317.5993,0,gpt-5
boston_query_-4vuSn0vvcBVOccgQqFlow,isotropic,1234,41.826800,-71.402600,42.343408,-71.091326,62.9259,0,gpt-5
boston_query_-5-CNr3q7kmRGcDSMueI4w,isotropic,1234,42.353500,-71.108500,42.354578,-71.078903,2.4350,0,gpt-5
boston_query_-6RLrPXAeunQaNK6m645ZA,isotropic,1234,38.896600,-77.027600,42.350361,-71.076221,632.0075,0,gpt-5
boston_query_-7KZUz5u8-7ja98pf8etVA,isotropic,1234,40.858900,-73.934800,42.305410,-71.085418,286.3965,0,gpt-5
boston_query_-8cIAPzC7_za-xCEWsIoK2,isotropic,1234,40.030500,-75.213000,42.341823,-71.158835,425.5348,0,gpt-5
boston_query_-9Lur-PAHqcMspWszAgfqw,isotropic,1234,59.334000,18.058000,42.347328,-71.161497,6029.9337,0,gpt-5
boston_query_-9gbUk-DmX9AOqntuN1nEm,isotropic,1234,42.360100,-71.058900,42.396756,-71.090514,4.8329,0,gpt-5
boston_query_-AJWNV55EAzvKArt5mMYqg,isotropic,1234,42.365800,-71.099400,42.333475,-71.091457,3.6532,0,gpt-5
boston_query_-Ae9_7GnntvqV8myNb9fhv,isotropic,1234,40.729000,-73.867000,42.388455,-71.089429,295.7060,0,gpt-5
boston_query_-BE36-GG_yM6YS57M_uMTQ,isotropic,1234,42.362600,-71.091500,42.355772,-71.105689,1.3913,0,gpt-5
boston_query_-CNeDzWqfei0F-1CmA8N9A,isotropic,1234,42.373600,-71.109700,42.362981,-71.093857,1.7574,0,gpt-5
boston_query_-D-onyWSIw3M1SbsxL7X-g,isotropic,1234,44.928000,-93.197000,42.319381,-71.117116,1795.0156,0,gpt-5
boston_query_-DYvemYiNwx_BmPSrlUWIA,isotropic,1234,42.045000,-88.038000,42.333410,-71.091583,1394.2382,0,gpt-5
boston_query_-DZ2jmUKLylFospVHUJx9w,isotropic,1234,42.370800,-71.077700,42.333348,-71.091695,4.3204,0,gpt-5
boston_query_-EHBZ4-3d6vENYYFm7mWEw,isotropic,1234,42.344000,-71.062000,42.347679,-71.097785,2.9693,0,gpt-5
boston_query_-F1y-kaybMQbp8p7UR03TA,isotropic,1234,40.703000,-73.856000,42.337935,-71.159550,288.8429,0,gpt-5
boston_query_-GJo3fVMwIWZoCYgf09NLQ,isotropic,1234,42.351000,-71.083500,42.354394,-71.076373,0.6967,0,gpt-5
boston_query_-HufF4iDO00S4hZK96hUyw,isotropic,1234,42.362000,-71.087000,42.335250,-71.090104,2.9854,0,gpt-5
boston_query_-IYAXZ4yoOS7SzEIu2m-me,isotropic,1234,39.500000,-106.000000,42.350961,-71.101908,2928.3485,0,gpt-5
boston_query_-Jix8HM-vXTXdWrXQwVvQw,isotropic,1234,42.346800,-71.097900,42.347696,-71.096756,0.1370,0,gpt-5
boston_query_-Jv7RF27BSJIV-gqOI7KxZ,isotropic,1234,43.154800,-77.604500,42.393239,-71.086096,538.5937,0,gpt-5
boston_query_-Kg6j3FKy26wYRLBkE_dFQ,isotropic,1234,33.750100,-84.383500,42.347671,-71.098275,1502.5720,0,gpt-5
boston_query_-LPTAIN0lPGriKBtXoH5Mg,isotropic,1234,40.613000,-73.969000,42.394615,-71.097155,310.5159,0,gpt-5
boston_query_-Lu6tv4tCQMDsXtxLtxMzQ,isotropic,1234,42.365000,-71.125000,42.306142,-71.086617,7.2655,0,gpt-5
boston_query_-N2T2kBE4uG56LTsyCQPJg,isotropic,1234,42.389000,-71.119700,42.390720,-71.118060,0.2339,0,gpt-5
boston_query_-NRCmKPnLW6ukq5fovMufw,isotropic,1234,40.686500,-73.974000,42.391569,-71.099197,305.2490,0,gpt-5
boston_query_-NSEL0mtEJlIM-oR5yFnFg,isotropic,1234,42.359000,-71.096000,42.395075,-71.098124,4.0152,0,gpt-5
boston_query_-NUm2lI2JYWeHZ6lrL2eZA,isotropic,1234,41.308600,-72.929800,42.333535,-71.112937,188.8198,0,gpt-5
boston_query_-O6nZhSO0Cgq4iaZ522K2g,isotropic,1234,41.939000,-87.669000,42.347418,-71.102605,1364.4582,0,gpt-5
boston_query_-OEJzVyBJiypLsHkeOqxKn,isotropic,1234,35.146000,128.659000,42.351378,-71.106286,11166.3419,0,gpt-5
boston_query_-OlQhKn0bS9eZTkeJL6ovw,isotropic,1234,42.353300,-71.063700,42.350202,-71.077051,1.1499,0,gpt-5
boston_query_-Phryua7d1FHhpGGfaEGcg,isotropic,1234,42.381000,-71.101000,42.392918,-71.114082,1.7060,0,gpt-5
boston_query_-Ptt76cqL8Ath-qW7aRUQw,isotropic,1234,38.642800,-90.237600,42.394938,-71.097803,1666.8220,0,gpt-5
boston_query_-RyJCN_Rrfvr2l9jqadkcQ,isotropic,1234,44.410600,8.929300,42.380225,-71.076918,6195.5473,0,gpt-5
boston_query_-TMAMMmIqQ4AQA3YI-YOHg,isotropic,1234,39.933400,32.859700,42.334913,-71.084957,8095.0758,0,gpt-5
boston_query_-U0JJudMztDrvqfppyEl9A,isotropic,1234,40.732000,-73.232000,42.398411,-71.107571,256.0558,0,gpt-5
boston_query_-U_cmO4sMoYmoNbCPpMXWw,isotropic,1234,42.347900,-71.050600,42.359038,-71.100304,4.2680,0,gpt-5
boston_query_-VHXaQ_dj_14O-Bcn3u7zA,isotropic,1234,39.952600,-75.165200,42.282054,-71.087700,428.5930,0,gpt-5
boston_query_-WNRbaGc8Yukh-LWnRNe5O,isotropic,1234,42.353000,-71.089000,42.351007,-71.100628,0.9809,0,gpt-5
boston_query_-XLBZG628HbrD4FlfLBryQ,isotropic,1234,38.895600,-77.032100,42.350380,-71.076154,632.3850,0,gpt-5
boston_query_-XPoSJpI_X3ZlnZLz8JG4L,isotropic,1234,40.743000,-73.902000,42.397111,-71.090982,297.4853,0,gpt-5
boston_query_-XVMoSt8xs2FUh9JzquX6A,isotropic,1234,42.343500,-71.074800,42.338875,-71.080848,0.7152,0,gpt-5
boston_query_-YC7UljP-400uMusDPAb5o,isotropic,1234,40.022500,-75.190000,42.332214,-71.158804,423.9330,0,gpt-5
boston_query_-YNCuOIwfe745OWl27FQZQ,isotropic,1234,42.383000,-71.119000,42.347016,-71.161690,5.3208,0,gpt-5
boston_query_-Zk-uQZzECPhvd8WV6mxhQ,isotropic,1234,42.336800,-71.090200,42.365703,-71.082873,3.2698,0,gpt-5
boston_query_-_69BJwJSLQGnzQD20QsOg,isotropic,1234,42.314700,-71.119100,42.319463,-71.117147,0.5534,0,gpt-5
cph_query_--FyHVca3HP-QgUmcAvToA,isotropic,1234,55.680000,12.560000,55.696390,12.519278,3.1363,0,gpt-5
cph_query_--kN3Y3n0x47vWa8WX-a8w,isotropic,1234,55.706000,12.601000,55.711783,12.592544,0.8331,0,gpt-5
cph_query_--xKnCCc_4tDGo80iM-A_g,isotropic,1234,55.676100,12.568300,55.681840,12.535123,2.1758,0,gpt-5
cph_query_-05vIhjxDNupFcgaM90L3w,isotropic,1234,55.679000,12.578000,55.679677,12.568518,0.5992,0,gpt-5
cph_query_-07-gME-zaQLhCsFrSInSg,isotropic,1234,55.676000,12.568000,55.669586,12.610691,2.7703,0,gpt-5
cph_query_-0_HsZnndjHv76QpTyNFCA,isotropic,1234,65.012000,25.465000,55.669816,12.611177,1251.5567,0,gpt-5
cph_query_-2N5Dmf5tOm5N83KXgvjDw,isotropic,1234,55.680500,12.571000,55.702854,12.553638,2.7134,0,gpt-5
cph_query_-3uNzD-M1uI2jZeGqOkpXg,isotropic,1234,59.334000,18.062000,55.717097,12.561645,518.8734,0,gpt-5
cph_query_-4KruxIYZ3a3GYE0tOKn2w,isotropic,1234,55.683000,12.562000,55.692373,12.533366,2.0755,0,gpt-5
cph_query_-4RqBOkDhigU8JsdQZINkQ,isotropic,1234,55.681000,12.563000,55.706035,12.580389,2.9895,0,gpt-5
cph_query_-4XnD9qE623teR-nRYxB5A,isotropic,1234,55.676100,12.568300,55.652749,12.602146,3.3538,0,gpt-5
cph_query_-5qSxgAnKk-6Bf5AVVoPjA,isotropic,1234,44.840400,-0.643000,55.673263,12.609763,1523.8664,0,gpt-5
cph_query_-8E-udXiyMJCRp_UkM4Kgw,isotropic,1234,56.700000,24.100000,55.678158,12.612364,718.9374,0,gpt-5
cph_query_-9WYlFp61M1J1zV1mJD4uA,isotropic,1234,53.080500,8.808000,55.665359,12.629060,379.1849,0,gpt-5
cph_query_-9ZOGirqZl2EVYWN1WLERg,isotropic,1234,59.909800,10.760300,55.711674,12.592638,479.2154,0,gpt-5
cph_query_-AowxxrsOr_xM02-ZyrQ5A,isotropic,1234,55.676000,12.568000,55.712892,12.577496,4.1452,0,gpt-5
cph_query_-BH_JCTriNnLeoSt0e51lQ,isotropic,1234,55.676100,12.568300,55.664835,12.546808,1.8400,0,gpt-5
cph_query_-CmhgNHgZVau1Sw841AZJw,isotropic,1234,52.205300,0.121800,55.677270,12.618525,902.7452,0,gpt-5
cph_query_-CrgHhqoywCPgzsSAabnsw,isotropic,1234,55.676100,12.568300,55.710387,12.552667,3.9364,0,gpt-5
cph_query_-EJZ9qR_FRIGfCF6DhQCJg,isotropic,1234,55.680300,12.588100,55.679159,12.592312,0.2930,0,gpt-5
cph_query_-Eb1W6216G9S88OFy95k4Q,isotropic,1234,55.679000,12.563000,55.663202,12.539098,2.3092,0,gpt-5
cph_query_-Efn_mUBXLqGWGzUw3Youw,isotropic,1234,56.162900,10.203900,55.703663,12.553377,154.9855,0,gpt-5
cph_query_-F5w8wQO0CU26PCfOqANzA,isotropic,1234,55.678000,12.563000,55.666308,12.540118,1.9362,0,gpt-5
cph_query_-FLAkBWjfrY2RcqaQ-LgmQ,isotropic,1234,56.162000,10.203000,55.678322,12.617675,159.7669,0,gpt-5
cph_query_-GVbOpzggFXAot0UyKhx2g,isotropic,1234,55.690500,12.566800,55.703369,12.562531,1.4558,0,gpt-5
cph_query_-G_OOR1_yAfdfgnlKYNKnQ,isotropic,1234,55.676100,12.568300,55.665647,12.613241,3.0484,0,gpt-5
cph_query_-Gsj5kZ1V6uLXFxzeI7G2Q,isotropic,1234,55.708500,12.592600,55.703588,12.591003,0.5553,0,gpt-5
cph_query_-HqO0GfYTRx5TzfB_6mTqA,isotropic,1234,40.781200,-73.966500,55.677867,12.526326,6177.8654,0,gpt-5
cph_query_-I7HyKa_KIzMp2uMsvqUAg,isotropic,1234,55.681000,12.571000,55.707689,12.570277,2.9680,0,gpt-5
cph_query_-I8EyCiw4PS74_uGuMqUYQ,isotropic,1234,60.160300,24.905100,55.694543,12.535502,881.0066,0,gpt-5
cph_query_-IKk5Ns9ayTUN3tqBrl3Ow,isotropic,1234,55.676100,12.568300,55.715609,12.572097,4.3996,0,gpt-5
cph_query_-JMzfm4NuuBt61JuZ2sggw,isotropic,1234,55.676100,12.568300,55.719022,12.543546,5.0185,0,gpt-5
cph_query_-MUw194v9r5C1394mci6-A,isotropic,1234,55.680000,12.570000,55.691439,12.539931,2.2739,0,gpt-5
cph_query_-Mwdj8AXbTR5wrPmQKRbhQ,isotropic,1234,55.676100,12.568300,55.713403,12.564661,4.1542,0,gpt-5
cph_query_-N9mbKdWcHyUUsU1379EgA,isotropic,1234,55.676100,12.568300,55.682321,12.593564,1.7284,0,gpt-5
cph_query_-PRZAb6qxjSdDqzgOekgbg,isotropic,1234,55.676100,12.568300,55.700354,12.536836,3.3411,0,gpt-5
cph_query_-Q4-mvnV6y-0yK62OXn-1w,isotropic,1234,55.676100,12.568300,55.679443,12.525384,2.7163,0,gpt-5
cph_query_-Q7samX2RjJwU9xiKFxpug,isotropic,1234,55.680600,12.588100,55.679215,12.592071,0.2927,0,gpt-5
cph_query_-R9cTkYMNbXlglFeWCXtMg,isotropic,1234,59.329300,18.068600,55.664950,12.547397,523.9070,0,gpt-5
cph_query_-To5emQUYvNlwdgB1hEVfQ,isotropic,1234,49.493000,0.120000,55.718131,12.629115,1089.3160,0,gpt-5
cph_query_-UByBh5hYhNn4_dsHy73aA,isotropic,1234,57.725000,12.012000,55.663598,12.532676,231.4100,0,gpt-5
cph_query_-UO7OuMXuwPBrMEXSsFhNA,isotropic,1234,55.680200,12.571000,55.664782,12.546647,2.2959,0,gpt-5
cph_query_-V4aUy1yd0AbFfY-xX0BAg,isotropic,1234,55.689000,12.555000,55.690224,12.555058,0.1362,0,gpt-5
cph_query_-VfD_cIsQvsNIbCy3tCgQQ,isotropic,1234,55.676100,12.568300,55.674234,12.537675,1.9314,0,gpt-5
cph_query_-VwsLi9Gs8ntflZjLfPkGw,isotropic,1234,55.609700,12.999000,55.670993,12.575532,27.4355,0,gpt-5
cph_query_-WFB24C5ns0vkkGHGvN40A,isotropic,1234,55.683000,12.563000,55.695777,12.588827,2.1538,0,gpt-5
cph_query_-WSWmgHuo6qPHzHxqzEe1A,isotropic,1234,55.676100,12.568300,55.662846,12.581247,1.6826,0,gpt-5
cph_query_-XYLPst0OjYGoPVJKGP1aA,isotropic,1234,55.675000,12.570000,55.713122,12.563252,4.2600,0,gpt-5
cph_query_-YjbrleIz5WKWE1Rmmo4fg,isotropic,1234,51.955000,4.017000,55.717856,12.628512,702.2791,0,gpt-5
cph_query_-YnFOjTmnQhpLwXt2EJ1QQ,isotropic,1234,55.476000,8.452000,55.717748,12.619561,263.1692,0,gpt-5
london_query_-0u7VsCOCAmwH4RFsN5BoA,isotropic,1234,51.521000,-0.045000,51.468922,-0.126438,8.0820,0,gpt-5
london_query_-4Vq2O1PhPmG6WK-yV402Q,isotropic,1234,51.536000,-0.169000,51.523822,-0.178555,1.5068,0,gpt-5
london_query_-4pmBOZmF-ynXSkWw5BAew,isotropic,1234,51.517500,-0.187500,51.535260,-0.170542,2.2970,0,gpt-5
london_query_-5QOE2AlZX8rEz8ONtGRrg,isotropic,1234,51.520500,-0.189500,51.518989,-0.186234,0.2816,0,gpt-5
london_query_-7U9wY8ynnu3oZ1g_-0xww,isotropic,1234,51.548000,-0.121500,51.534225,-0.082836,3.0816,0,gpt-5
london_query_-7cNAk24ZhuoOowcvDoImw,isotropic,1234,53.700000,-1.800000,51.518691,-0.207176,265.3098,0,gpt-5
london_query_-8xWvI5d3Z6gfsRDb_kEQQ,isotropic,1234,51.523000,-0.154500,51.503144,-0.152533,2.2121,0,gpt-5
london_query_-9FGszdwftnBlzMuP0c_NQ,isotropic,1234,51.505600,-0.142000,51.503390,-0.155664,0.9771,0,gpt-5
london_query_-9KgeyegI3TaGMqglsDENg,isotropic,1234,51.536800,-0.081600,51.536444,-0.076229,0.3736,0,gpt-5
london_query_-FGaYVNFN5ALUsVDNixL_g,isotropic,1234,51.541500,-0.139800,51.532457,-0.058266,5.7282,0,gpt-5
london_query_-Flts9XBA2wVlru8_LHbkg,isotropic,1234,51.538500,-0.075900,51.536552,-0.077324,0.2379,0,gpt-5
london_query_-HfvOD1d7XUGJoEMybpyqQ,isotropic,1234,51.525500,-0.088000,51.502168,-0.109986,3.0076,0,gpt-5
london_query_-Id3DdRqVbjIA39wjxbTgw,isotropic,1234,52.236000,0.155000,51.488586,-0.057906,84.3848,0,gpt-5
london_query_-OOGG8lTvgHHqp3iuULlyQ,isotropic,1234,51.514600,-0.141900,51.514113,-0.151959,0.6982,0,gpt-5
london_query_-TmVvxY52h9CjrIUzBbCgw,isotropic,1234,51.508800,-0.170900,51.507021,-0.186526,1.0994,0,gpt-5
london_query_-UeH_UbGnPshWdeEEYfhyQ,isotropic,1234,51.536800,-0.054300,51.534875,-0.056317,0.2555,0,gpt-5
london_query_-WUdEGuLIX2B2T8rBV0Rgw,isotropic,1234,51.519500,-0.125700,51.491861,-0.111056,3.2361,0,gpt-5
london_query_-WZeEq0W1pr6VJS4t3dR0g,isotropic,1234,51.507400,-0.127800,51.471655,-0.123163,3.9876,0,gpt-5
london_query_-WyzcGh-_EYVhI50Y9F08Q,isotropic,1234,51.059800,-1.307900,51.535018,-0.055866,101.8320,0,gpt-5
london_query_-XIh6yuegk86oURAbggPpw,isotropic,1234,51.525800,-0.163500,51.494331,-0.110853,5.0516,0,gpt-5
london_query_-XZRTRoj7LEefbZ7UDBzXg,isotropic,1234,51.524800,-0.137100,51.524194,-0.137541,0.0740,0,gpt-5
london_query_-b5BCVv9Qd6OhZGxpoqS5A,isotropic,1234,51.523100,-0.090600,51.522775,-0.100861,0.7108,0,gpt-5
london_query_-c-T7aulp9a5g-J9zYbYiQ,isotropic,1234,51.474500,-0.122200,51.468010,-0.127645,0.8143,0,gpt-5
london_query_-cAVonhAOLeSK7tfil0ceg,isotropic,1234,51.514900,-0.091500,51.518997,-0.086096,0.5894,0,gpt-5
london_query_-dHWRapn57-l_kynPnun3Q,isotropic,1234,51.515300,-0.143900,51.513784,-0.155293,0.8062,0,gpt-5
london_query_-dZ1k85FDVdFSbcG6_ECOA,isotropic,1234,51.507400,-0.127800,51.472889,-0.121665,3.8609,0,gpt-5
london_query_-dp5VWHVq4LzwLgq7y7yhw,isotropic,1234,51.514900,-0.141300,51.518018,-0.141846,0.3488,0,gpt-5
london_query_-izmF6OCR-aIZLVQbzDbLQ,isotropic,1234,51.522500,-0.125500,51.466750,-0.170082,6.9249,0,gpt-5
london_query_-kd8SHN5N5wLOpzEu10rfQ,isotropic,1234,51.546000,-0.147000,51.554131,-0.134742,1.2393,0,gpt-5
london_query_-qvarKx0xtSTs0tnxDE0oQ,isotropic,1234,51.515500,-0.116300,51.503617,-0.155744,3.0327,0,gpt-5
london_query_-rtMM_qyd5EBLnADEBIUTA,isotropic,1234,51.515000,-0.141000,51.513812,-0.154949,0.9742,0,gpt-5
london_query_-u8BrzndSdD1lHKeeOwN1A,isotropic,1234,51.540500,-0.074000,51.535102,-0.055521,1.4120,0,gpt-5
london_query_-vkja3p0MzaoZlQOooT-YQ,isotropic,1234,52.484000,-1.900000,51.535157,-0.055377,164.5251,0,gpt-5
london_query_-wX-mY4F2ewX9tlr1_JTbw,isotropic,1234,51.520500,-0.078500,51.546735,-0.118787,4.0343,0,gpt-5
london_query_02vfV_A3zc1S9Akd07xuEA,isotropic,1234,51.520500,-0.132000,51.522088,-0.135794,0.3164,0,gpt-5
london_query_039iugtZTFguj-7UQyc-wg,isotropic,1234,51.520000,-0.070000,51.525703,-0.114381,3.1353,0,gpt-5
london_query_03BhnvDRczArNBQm0Qu0tQ,isotropic,1234,51.509000,-0.130000,51.533038,-0.057214,5.7013,0,gpt-5
london_query_03VxrSUHoB-y1D50kXwi8g,isotropic,1234,51.460300,-0.972900,51.518911,-0.185236,54.9228,0,gpt-5
london_query_06tRsqVA7nx5PgabbPdu4w,isotropic,1234,51.544000,-0.055000,51.488561,-0.060075,6.1745,0,gpt-5
london_query_07Mt7j9hZm17z2pXB3QAXA,isotropic,1234,51.548600,-0.140700,51.532439,-0.058334,5.9731,0,gpt-5
london_query_07oSFXlZ9SfPsHwsEZQFtA,isotropic,1234,51.522900,-0.125600,51.495353,-0.110898,3.2277,0,gpt-5
london_query_08wp6QepyximP9UuP-ijLg,isotropic,1234,51.517300,-0.108000,51.510997,-0.106454,0.7090,0,gpt-5
london_query_09P-tDZlSTWY4XNCcRZ_-g,isotropic,1234,51.531000,-0.151000,51.505877,-0.186031,3.6985,0,gpt-5
london_query_0AbO1xvvOJRs1V3ReaDrNw,isotropic,1234,51.529000,-0.070000,51.525594,-0.114269,3.0858,0,gpt-5
london_query_0BjBFV4G9jdMJlEMqshzoA,isotropic,1234,51.505500,-0.227000,51.546659,-0.103991,9.6625,0,gpt-5
london_query_0CaaImFsIdNZjpg8oBPgsQ,isotropic,1234,51.513900,-0.076700,51.525090,-0.138151,4.4302,0,gpt-5
london_query_0EzKuKNIcxIWax_duM0EWw,isotropic,1234,51.515000,-0.141000,51.514288,-0.150085,0.6336,0,gpt-5
london_query_0IFxmIDIkGlB0FShcszAfw,isotropic,1234,51.508600,-0.179600,51.507311,-0.186611,0.5059,0,gpt-5
london_query_0LQj6exgKdVQbIBlQAVcrw,isotropic,1234,51.507600,-0.127600,51.482004,-0.112250,3.0381,0,gpt-5
london_query_0M3fNwl2Fi82PVH3lDRsCg,isotropic,1234,51.520500,-0.171300,51.544903,-0.134523,3.7195,0,gpt-5
manila_query_-10kuZ2TqVxJ-YLQJl2uqA,isotropic,1234,14.600000,121.030000,14.567746,121.047486,4.0502,0,gpt-5
